uid,iid
13791,11046
18039,11046
15334,11046
16191,11046
1203,11046
12455,11046
18725,11046
8189,11046
16136,11046
12881,11046
16250,11046
13279,11046
14472,11046
2290,11046
15355,11046
9107,11046
14329,11046
4385,11046
140,11046
20354,11046
19204,11046
10776,11046
13050,11046
13013,11046
11577,11046
6147,11046
11824,11046
9417,11046
3220,11046
14560,11046
443,11046
6781,11046
11045,11046
4758,11046
18796,11046
17500,11046
10551,11046
2201,11046
17883,11046
19882,11046
2287,11046
16062,11046
6009,11046
13358,11046
19407,11046
5204,11046
12469,11046
20746,11046
15503,11046
14625,11046
18359,11046
1959,11046
22119,11046
9851,11046
14483,11046
2040,11046
17326,11046
10020,11046
5081,11046
6876,11046
9781,11046
14450,11046
16270,11046
17179,11046
8358,11046
11149,11046
21243,11046
9256,11046
6157,11046
11817,11046
9575,11046
17818,11046
14139,8131
22017,8131
20899,8131
17008,8131
14241,8131
11039,8131
3084,8131
14182,8131
7709,8131
3662,8131
21737,8131
16067,8131
7256,8131
15472,8131
15920,8131
5990,8131
18988,8131
1957,8131
1095,8131
11835,8131
15868,8131
15675,8131
19247,8131
2140,8131
6936,8131
1431,8131
9017,8131
2700,8131
10456,8131
10591,8131
17725,8131
3617,8131
2429,8131
4156,8131
11300,8131
11182,8131
4171,8131
1064,8131
18303,8131
20746,8131
18359,8131
15561,8131
13382,8131
14483,8131
401,11946
8758,11946
8556,11946
16578,6938
7506,6938
3808,6938
6680,6938
8619,6938
15868,6938
4523,6938
361,6938
14057,6938
9015,6938
20126,6938
14102,6938
8960,6938
22132,5298
22121,5298
17393,5298
1012,3751
1922,3751
17107,3751
14748,3751
2760,3751
17553,3751
4050,3751
4743,3751
8554,1825
14393,1825
5168,1825
4868,1825
18690,1825
18012,1825
20163,1825
20512,1825
19483,1825
2193,1825
1228,1825
16954,1825
2093,1825
6983,1825
7875,1825
17460,4704
20899,4704
18367,4704
19813,4704
3630,4704
2055,4704
5535,4704
4504,4704
7143,4704
8795,4704
18500,4704
10964,4704
16067,4704
755,4704
12594,4704
15135,4704
8619,4704
1449,4704
14328,4704
13629,4704
7209,4704
7197,4704
7376,4704
20736,4704
4189,4704
19782,4704
9809,4704
2700,4704
21541,4704
13170,4704
11091,4704
12810,4704
13850,4704
9924,4704
696,4704
18327,4704
2429,4704
20917,4704
7883,4704
7548,4704
541,4704
2646,4704
19293,4704
17887,4704
20140,4704
11211,4704
59,4704
14483,4704
11696,4704
5992,4704
2891,4704
17179,4704
8358,4704
13746,4704
7085,4704
19930,4704
8022,3388
3670,3388
10172,3388
10804,3388
21098,3388
18966,3388
9118,3388
16955,3388
4725,3388
15434,3388
10858,3388
9956,3388
7183,3388
19651,3388
14280,3388
16629,3388
12922,3388
6787,3388
18370,3388
1610,3388
18994,3388
15771,3388
13510,3388
7601,3388
7579,3388
7007,3388
1517,3388
15190,3388
18073,3388
17046,3388
14560,3388
9022,3388
7294,3388
15154,3388
8673,3388
12835,3388
15645,3388
21782,3388
7848,3388
20965,3388
4563,3388
21177,3388
5168,69
3918,69
18690,69
20691,69
1520,69
21381,69
15368,69
3874,69
12775,69
13681,69
8369,69
11945,69
4888,69
14281,7007
21281,7007
11394,7007
12867,7007
5033,7007
18994,7007
2068,7007
5490,7007
10834,7007
22054,7007
14638,7007
621,7007
3685,7007
1065,7007
11909,7007
6597,7007
9253,1027
18433,1027
10555,1027
13879,1027
2049,1027
10291,1027
19918,1027
14073,1027
19985,1027
2173,1027
21145,1027
16497,1027
1424,1027
4103,1027
8189,1027
2804,1027
22121,1027
19698,1027
7141,1027
17747,1027
1002,1027
14036,1027
8618,1027
3804,1027
2551,1027
8673,1027
19808,1027
20208,1027
1968,1027
22119,1027
14483,1027
20547,1027
18793,1027
19081,1027
9034,1027
8358,1027
14055,1027
13616,2328
14241,2328
14813,2328
17738,2328
2327,2328
12818,2328
16279,2328
18690,2328
672,2328
2106,2328
12953,2328
3106,2328
15704,2328
17107,2328
9123,2328
4808,2328
7376,2328
18881,2328
16142,2328
1414,2328
1335,2328
4586,2328
7546,2328
22121,2328
16363,2328
6442,2328
119,2328
5356,2328
9436,2328
11182,2328
14359,2328
16482,2328
18651,2328
15819,2328
19724,2328
17339,2328
15692,2328
18360,2328
20874,476
20899,476
6251,476
11061,476
22121,476
20221,476
5168,476
487,476
11182,476
5198,476
18690,476
15434,476
12194,476
3166,476
11430,476
1961,476
21114,476
10897,7667
16202,7667
773,7667
3148,7667
14073,7667
6238,7667
15334,7667
1203,7667
1122,7667
16136,7667
4623,7667
14342,7667
19204,7667
13061,7667
8433,7667
19933,7667
2891,7667
4244,3406
17928,3406
20394,3406
4538,3406
9690,3406
8358,3406
9352,3406
8073,8399
4367,8399
17093,8399
1260,8399
17173,8399
4680,8399
16809,8399
8341,8399
4045,8399
14931,8399
11394,8399
20359,8399
22146,8399
15327,8399
9856,8399
3788,8399
13969,8399
6787,8399
8762,8399
13511,8399
16136,8399
10493,8399
20162,8399
18451,8399
13679,8399
17946,8399
361,8399
9952,8399
21261,8399
6039,8399
13212,8399
2551,8399
13796,8399
15819,8399
1307,8399
13382,8399
13150,8399
14920,8399
8524,8399
21567,8399
14339,8399
16161,8399
3054,5907
7575,5907
531,5907
12210,5907
15139,5907
18690,5907
16367,5907
13960,5907
7005,5907
2056,5907
7215,5907
8358,5907
1058,3703
21216,3703
10908,3703
15942,3703
16136,3703
361,3703
13960,3703
14282,3703
4266,3703
18359,3703
15005,3703
10293,11494
10256,11494
15920,11494
20396,11494
15919,11494
22031,11494
14473,11494
19434,11494
13382,11494
2202,11494
14139,7436
15248,7436
22132,7436
19415,7436
15942,7436
13067,7436
2158,7436
20970,7436
17653,7436
15434,7436
5171,7436
14748,7436
15920,7436
8572,7436
21073,7436
6889,7436
15675,7436
18501,7436
15883,7436
22344,7436
14342,7436
7265,7436
9479,7436
17761,7436
2974,7436
8582,7436
9828,7436
14327,7436
20849,7436
20998,7436
4338,7436
18756,7436
6781,7436
11302,7436
1667,7436
12775,7436
16813,7436
15046,7436
1968,7436
18359,7436
6237,7436
15353,7436
20937,7436
2384,7436
1527,7436
20918,7436
12880,7436
19949,7436
5149,7436
2202,7436
8554,6466
20899,6466
20306,6466
12496,6466
15616,6466
11540,6466
12953,6466
7256,6466
17334,6466
9712,6466
9017,6466
19343,6466
17396,6466
4631,6466
15538,6466
14977,6466
10830,6466
1968,6466
15452,6466
1335,5066
20034,5066
15472,5066
17128,5066
20825,5066
1002,5066
7563,5066
12376,5066
4578,5066
13331,5066
14359,5066
22442,5066
13924,5066
3818,5066
6218,5066
1794,5066
32,5066
10855,5066
10293,5066
20473,5066
4782,5066
10377,5066
874,5066
1186,5066
5422,5066
21375,5066
5331,5066
19007,5066
21230,5066
13713,5066
3696,5066
7601,5066
2788,5066
19351,5066
12941,5066
22446,5066
18756,5066
2013,5066
1220,5066
10244,5066
10794,5066
22054,5066
19204,5066
1968,5066
19268,5066
18793,5066
2409,5066
16977,5066
14274,5066
15836,5066
5168,5066
13898,5066
19415,5066
21905,5066
14932,5066
4050,5066
5134,5066
7063,5066
8736,5066
11740,5066
16904,5066
18360,5066
17423,1041
15139,1041
12916,1041
3653,1041
12544,1041
17806,1041
14073,1041
12559,1041
20694,1041
16136,1041
6028,1041
22121,1041
1286,1041
15960,1041
443,1041
9772,1041
20034,1041
18359,1041
15009,1041
19745,1041
4165,1041
9276,11047
18690,11047
15434,11047
16124,11047
14901,11047
15133,11047
6853,11047
12062,11047
621,11047
2934,11047
18361,11047
13561,11047
11751,11047
8854,11047
21567,11047
2159,542
15068,542
4536,542
1568,542
4680,542
15563,542
2055,542
20670,542
10897,542
9433,542
18690,542
15809,542
20785,542
15434,542
21737,542
20359,542
11168,542
15920,542
3559,542
14491,542
19326,542
15868,542
7376,542
10038,542
7714,542
21519,542
13960,542
7883,542
4691,542
2160,542
19694,542
12746,542
11082,542
2428,542
4073,542
12775,542
15819,542
8415,542
3619,542
14167,4403
4367,4403
18018,4403
11321,4403
3630,4403
5186,4403
11394,4403
20785,4403
13305,4403
15701,4403
14507,4403
4335,4403
18988,4403
18501,4403
14424,4403
2562,4403
16616,4403
3398,4403
14472,4403
1901,4403
7601,4403
1983,4403
2868,4403
4791,4403
14560,4403
443,4403
21261,4403
18154,4403
6708,4403
19293,4403
1502,4403
2551,4403
19140,4403
20208,4403
11821,4403
11998,4403
13681,4403
16523,4403
928,4403
7669,4403
16544,4403
13713,4403
20662,4403
2582,4403
4165,4403
9004,1902
17835,1902
17973,1902
2165,1902
22400,1902
21094,1902
7688,1902
5464,1902
8028,1902
8834,1902
8369,1902
4165,1902
11808,1902
20603,7411
15056,7411
383,7411
12986,7411
13990,7411
3148,7411
14962,7411
16124,7411
14653,7411
9719,7411
14057,7411
4691,7411
8466,7411
10551,7411
21951,7411
7065,7411
4196,7411
10020,7411
18919,7411
16578,2681
4536,2681
17738,2681
10301,2681
10121,2681
7460,2681
6463,2681
15861,2681
15920,2681
1095,2681
21073,2681
19326,2681
15771,2681
16136,2681
19738,2681
3282,2681
6968,2681
15538,2681
3220,2681
1559,2681
8149,2681
8673,2681
19373,2681
2609,2681
219,2681
5486,2771
10666,2771
899,2771
720,2771
18490,2771
16922,2771
12269,2771
7234,2771
1122,2771
9303,2771
8074,2771
15706,2771
6968,2771
2929,2771
14139,2771
20899,2771
3665,2771
17162,2771
14241,2771
13067,2771
18913,2771
923,2771
3781,2771
2296,2771
12242,2771
1016,2771
6947,2771
17396,2771
12488,2771
11182,2771
16213,2771
16982,2771
21641,2771
9870,2771
20937,2771
19933,2771
10175,2771
3368,2771
20691,11525
1765,11525
19952,11525
4367,11369
7979,11369
11684,11369
2140,11369
13296,11369
18994,11369
1884,11369
16200,11369
19724,11369
11945,11369
6648,2805
7601,2805
13114,2805
7580,2805
20271,2805
3078,2805
5910,2805
19415,2805
13067,2805
12953,2805
4190,2805
6341,2805
17107,2805
10356,2805
6650,2805
21175,2805
13258,2805
13390,2805
5490,2805
17218,2805
20835,2805
14342,2805
6171,2805
9159,2805
10363,2805
612,2805
16214,2805
8736,2805
15312,2805
2240,2805
4960,2805
22053,2805
33,2805
2056,2805
20899,10142
22132,10142
375,10142
1887,10142
17107,10142
22400,10142
21398,10142
6433,10142
10789,10142
119,10142
1809,10142
4326,10142
10690,10142
18447,9628
3685,9628
3129,9628
11540,9628
11262,9628
6442,9628
6581,9628
1203,9628
9126,9628
10266,9628
2534,9628
20210,5825
3166,5825
8797,5825
5198,5825
6194,5825
6650,5825
15861,5825
15868,5825
414,5825
8369,5825
1292,5825
21567,5825
4743,5825
10008,6799
17484,6799
10293,6799
19261,6799
10430,6799
7094,6799
12210,6799
9245,6799
14931,6799
15139,6799
18690,6799
4321,6799
16067,6799
14073,6799
17107,6799
15013,6799
8232,6799
18988,6799
17382,6799
14653,6799
19736,6799
9719,6799
15675,6799
7303,6799
2569,6799
972,6799
8701,6799
22054,6799
4349,6799
10360,6799
11286,6799
1858,6799
361,6799
11907,6799
14997,6799
13122,6799
20849,6799
21347,6799
6334,6799
22060,6799
21558,6799
1161,6799
18167,6799
14253,6799
10392,6799
17076,6799
2013,6799
8358,6799
17014,6799
16808,6799
17818,6799
20384,1942
11872,1942
21726,1942
19634,1942
5818,1183
9334,1183
20899,1183
10293,1183
13633,1183
19230,1183
3630,1183
3678,1183
12986,1183
5535,1183
21066,1183
5168,1183
17738,1183
10430,1183
16202,1183
16546,1183
12203,1183
6581,1183
12953,1183
19936,1183
3818,1183
16343,1183
14073,1183
5171,1183
6967,1183
21141,1183
507,1183
7209,1183
12455,1183
10276,1183
7138,1183
7376,1183
18610,1183
1442,1183
14932,1183
22226,1183
1335,1183
8010,1183
15002,1183
2851,1183
1572,1183
13279,1183
1060,1183
13169,1183
3929,1183
22121,1183
22417,1183
10094,1183
3397,1183
18396,1183
17761,1183
15426,1183
5073,1183
17075,1183
4000,1183
11300,1183
20221,1183
7883,1183
20849,1183
6410,1183
11430,1183
5136,1183
22268,1183
20095,1183
10813,1183
13557,1183
18794,1183
1589,1183
1582,1183
21231,1183
7170,1183
12469,1183
15645,1183
9255,1183
1968,1183
846,1183
17503,1183
16918,1183
4624,1183
11684,1183
21682,1183
9561,1183
19408,1183
15358,1183
20435,1183
14726,1183
20424,1183
5967,1183
15188,1183
20899,9089
16612,9089
14241,9089
12513,9089
3054,9089
12210,9089
3653,9089
18690,9089
16380,9089
3818,9089
9646,9089
6650,9089
2395,9089
10576,9089
14992,9089
8806,9089
2700,9089
12488,9089
3210,9089
17227,9089
20349,9089
6686,9089
18154,9089
20371,9089
10329,9089
20208,9089
13206,9089
18952,9089
18770,9089
2167,9089
7748,9089
12210,3280
14931,3280
3671,3280
14497,3280
16249,3280
18359,3280
18240,8864
5198,8864
16067,8864
7183,8864
22400,8864
10038,8864
6501,8864
5065,8864
4125,8864
9647,8864
22280,8864
6597,8864
19489,11172
19742,11172
10360,11172
10004,11172
21255,11172
16487,8937
3653,8937
15538,8937
11061,8937
5959,8937
8673,8937
1292,8937
9289,8937
21567,8937
1529,8937
15056,8814
21216,8814
7541,8814
17515,8814
8673,8814
22407,8814
9089,8814
9179,8814
7506,8422
11730,8422
22114,8422
13633,8422
5910,8422
21216,8422
22132,8422
8025,8422
8213,8422
531,8422
720,8422
3643,8422
18690,8422
15434,8422
14073,8422
17107,8422
10356,8422
6337,8422
6778,8422
6650,8422
21175,8422
17760,8422
15920,8422
2051,8422
18636,8422
17516,8422
20885,8422
3398,8422
21541,8422
1248,8422
15235,8422
538,8422
20914,8422
1607,8422
4614,8422
14560,8422
20998,8422
16930,8422
1002,8422
4538,8422
10429,8422
3036,8422
14284,8422
3685,8422
20118,8422
18072,8422
5085,8422
20208,8422
19709,8422
15819,8422
9328,8422
15365,8422
16474,8422
11684,8422
2056,8422
12860,8422
1806,8422
11945,8422
5335,8422
20832,8422
10508,8422
1012,4630
2055,4630
9639,4630
21098,4630
5940,4630
15809,4630
15543,4630
10256,4630
11087,4630
8906,4630
8388,4630
21023,4630
7934,4630
1661,4630
6442,4630
4791,4630
18153,4630
11061,4630
14560,4630
4626,4630
8424,4630
8433,4630
18714,4630
2534,4630
7233,4630
4558,4630
20746,4630
14483,4630
19395,4630
20003,4630
9034,4630
8358,4630
4929,4630
3678,11619
11092,11619
15553,11619
3228,11619
2673,11619
7471,11619
5669,11619
12264,11619
2001,11619
3781,3045
21073,3045
19326,3045
4388,3045
12969,3045
21016,3045
424,3430
15675,3430
20472,3430
1968,3430
17201,3430
13517,3430
3391,427
9084,427
15868,427
8179,427
20899,9886
8022,9886
2666,9886
14073,9886
17107,9886
2150,9886
12213,9886
8572,9886
20736,9886
3,9886
17396,9886
10482,9886
2471,9886
17227,9886
6433,9886
11364,9886
10417,9886
18154,9886
11910,9886
15455,9886
4073,9886
1809,9886
17729,9886
5417,9886
12246,8165
12027,8165
4776,8165
1317,8165
14472,8165
15190,8165
3650,8165
11182,8165
2551,8165
4432,8165
15693,8165
6050,8165
3919,7568
15183,7568
16574,7568
9289,7568
1735,7568
2760,9693
2704,9693
11182,9693
7479,9693
20899,1388
11321,1388
2137,1388
8937,1388
19782,1388
8358,1388
14992,4530
16519,4530
2402,2700
9463,2700
20723,2700
10537,2700
15368,11015
2383,11015
6234,7987
15645,7987
4008,7987
16398,9041
7506,9041
10897,9041
13924,9041
21460,9041
7183,9041
15861,9041
8619,9041
20467,9041
16136,9041
16250,9041
361,9041
14696,9041
15473,9041
13061,9041
6015,9041
6009,9041
2534,9041
8673,9041
2428,9041
16387,9041
14297,9041
4008,9041
9520,9041
3619,9041
3883,9041
1020,5102
11607,5102
11956,5102
1560,5102
21937,5102
13524,5102
4559,5102
5244,5102
16136,5102
21540,5102
3236,5102
6686,5102
8673,5102
21695,5102
13813,5102
3619,5102
14262,5102
21567,5102
4698,8948
14441,8948
7617,8948
6227,8948
18132,8948
10802,8948
14283,8948
12986,8948
8169,8948
17979,8948
494,8948
6757,8948
5123,8948
12210,8948
9730,8948
1844,8948
3808,8948
20055,8948
13450,8948
20218,8948
11394,8948
21460,8948
10653,8948
20283,8948
4321,8948
11063,8948
14073,8948
20281,8948
22479,8948
2387,8948
22477,8948
18372,8948
8619,8948
18636,8948
3964,8948
16136,8948
11926,8948
2043,8948
11518,8948
10366,8948
1311,8948
8404,8948
22043,8948
13169,8948
22121,8948
10723,8948
2679,8948
11788,8948
15480,8948
15538,8948
14696,8948
15249,8948
9022,8948
7883,8948
8149,8948
4691,8948
7548,8948
19312,8948
17432,8948
5138,8948
14943,8948
6313,8948
15959,8948
12463,8948
8179,8948
6697,8948
4236,8948
9104,8948
8934,8948
9291,8948
13925,8948
7803,8948
6551,8948
15387,8948
7170,8948
15404,8948
17632,8948
20854,8948
6449,8948
15645,8948
3676,8948
21695,8948
21423,8948
21837,8948
15801,8948
16918,8948
7020,8948
18494,8948
17339,8948
6658,8948
18026,8948
9983,8948
3619,8948
10768,8948
20171,8948
9592,8948
18916,8948
1907,8948
6985,8948
19637,8948
2970,8948
13924,1793
19581,1793
22477,1793
13480,1793
20972,1793
19870,1793
11558,1793
3619,1793
11236,10698
13924,10698
22333,10698
4515,10698
15434,10698
1560,10698
8877,10698
1554,10698
16136,10698
13617,10698
7559,10698
563,10698
5490,10698
6848,10698
13985,10698
6686,10698
2386,10698
22061,10698
4008,10698
3619,10698
5846,10698
16426,10698
11339,10698
19068,10698
4510,10698
2656,9888
13924,9888
4515,9888
15434,9888
8877,9888
8619,9888
4875,9888
18994,9888
16136,9888
14424,9888
4336,9888
14342,9888
5850,9888
5424,9888
13985,9888
2386,9888
16008,9888
3799,9888
4008,9888
3619,9888
16103,9888
15005,9888
13517,9888
12139,5418
5168,5418
13898,5418
19415,5418
5198,5418
12520,5418
16955,5418
4917,5418
12953,5418
21932,5418
3516,5418
3919,5418
3807,5418
16136,5418
19127,5418
14932,5418
21425,5418
9126,5418
19212,5418
13061,5418
11171,5418
12463,5418
18033,5418
9089,5418
1307,5418
20610,5418
10994,5418
3619,5418
8891,5418
2849,5418
5830,1426
7728,1426
20306,1426
11607,1426
2055,1426
5168,1426
17738,1426
18412,1426
10897,1426
9329,1426
662,1426
12392,1426
2389,1426
20163,1426
12953,1426
14195,1426
908,1426
1554,1426
18994,1426
11878,1426
14932,1426
4854,1426
9626,1426
4186,1426
3282,1426
6848,1426
1718,1426
361,1426
13061,1426
2934,1426
16372,1426
1247,1426
12076,1426
11972,1426
12463,1426
8275,1426
4382,1426
407,1426
15645,1426
11116,1426
1307,1426
8369,1426
8453,1426
13846,1426
3619,1426
7479,1426
6696,1426
963,1426
4165,1426
6597,1426
22244,1426
16161,1426
19646,2356
15434,2356
22069,2356
8411,2356
16136,2356
4648,2356
3619,2356
21567,2356
16375,1051
6238,1051
7115,1051
14280,1051
21395,1051
6889,1051
16136,1051
13967,1051
11045,1051
2228,1051
17351,1051
15017,1051
21567,1051
14103,13
2603,13
9896,13
14288,13
16644,13
18396,13
20676,13
7351,13
8673,13
2435,13
3619,13
19983,13
10775,13
5736,13
17738,11200
16136,11200
18819,11200
4073,11200
3619,11200
12552,11200
15402,4937
1992,4937
5168,4937
10897,4937
15942,4937
16123,4937
12392,4937
14962,4937
14073,4937
15861,4937
3919,4937
8303,4937
22069,4937
16136,4937
1038,4937
1517,4937
19374,4937
9637,4937
12463,4937
8275,4937
17985,4937
13256,4937
15645,4937
2435,4937
14734,4937
21555,4937
410,4937
19503,105
7156,105
12210,105
18690,105
11055,105
3091,105
12455,105
9393,105
17684,105
22054,105
16755,105
6647,105
6364,105
12860,105
874,105
12552,105
21559,9339
12541,9339
11835,9339
2926,9339
16250,9339
18109,9339
2353,9339
20192,9339
18154,9339
11259,9339
44,9339
14026,9339
8358,9339
20745,9339
2842,9339
5168,948
5123,948
11280,948
4364,948
3818,948
16164,948
11919,948
20453,948
10977,948
10283,948
5142,948
20274,948
17396,948
13019,948
15144,948
12921,948
8218,948
7653,948
664,948
12176,948
13749,948
20034,948
20208,948
8920,948
11696,948
18602,948
12094,948
7627,948
16811,948
20899,9725
18706,9725
3880,9725
9907,9725
15864,9725
10804,9725
15401,9725
19912,9725
5535,9725
21471,9725
22132,9725
19415,9725
12808,9725
13497,9725
17921,9725
854,9725
18815,9725
10424,9725
1675,9725
19914,9725
13450,9725
3662,9725
18690,9725
15093,9725
12953,9725
2049,9725
3818,9725
4575,9725
12136,9725
20202,9725
12194,9725
6668,9725
18418,9725
5608,9725
21636,9725
20777,9725
7203,9725
16188,9725
5207,9725
7209,9725
10794,9725
7138,9725
1989,9725
8522,9725
3790,9725
16142,9725
18672,9725
21905,9725
6293,9725
354,9725
14932,9725
9630,9725
15883,9725
14424,9725
4189,9725
3,9725
2528,9725
12014,9725
3378,9725
5488,9725
19203,9725
13279,9725
7601,9725
22121,9725
6848,9725
7165,9725
12488,9725
22054,9725
4948,9725
9678,9725
8224,9725
6442,9725
10666,9725
4440,9725
15261,9725
20361,9725
739,9725
14036,9725
2646,9725
18796,9725
5455,9725
12530,9725
19293,9725
20182,9725
2116,9725
11233,9725
2288,9725
2371,9725
21755,9725
20187,9725
7075,9725
15054,9725
3991,9725
13080,9725
21971,9725
15508,9725
17503,9725
22386,9725
8918,9725
3173,9725
4196,9725
4313,9725
10175,9725
14726,9725
12860,9725
6347,9725
18360,9725
19895,9725
4726,9725
1640,9725
14926,9725
17818,9725
10170,1513
3227,1513
11262,1513
1557,718
22132,718
7807,718
11540,718
12482,718
21536,718
18690,718
17104,718
5834,718
21541,718
7906,718
6848,718
19620,718
4348,718
2646,718
17951,718
11941,718
4879,718
3129,718
21160,718
13713,718
10293,5789
4560,5789
18115,5789
21471,5789
22292,5789
12210,5789
12818,5789
12953,5789
14953,5789
3818,5789
5128,5789
7793,5789
1747,5789
2687,5789
7138,5789
9087,5789
11286,5789
11242,5789
14638,5789
11111,5789
5655,5789
19204,5789
6410,5789
10813,5789
3075,5789
9303,5789
11698,5789
8736,5789
3308,5789
19688,5789
10816,5789
1161,5789
9469,5789
16904,5789
15422,5789
18359,5789
7005,5789
369,5789
8358,5789
13724,5789
18431,5789
19588,5789
18690,2460
11291,2460
21500,5604
22121,5604
12171,438
7928,438
21582,438
18596,438
10269,438
10205,438
19744,438
19985,438
9813,438
7725,438
1405,438
7447,438
19894,438
22069,438
3705,438
5490,438
16250,438
215,438
3421,438
11366,438
10439,438
361,438
3236,438
21621,438
8757,438
16592,438
20064,438
11101,438
21983,438
4456,438
12938,438
18943,438
11873,438
1004,438
6888,438
1907,438
6562,438
8073,8809
17986,8809
4630,8809
4616,8809
12705,8809
5257,8809
7421,8809
17465,8809
5700,8809
11540,8809
5186,8809
9644,8809
11410,8809
12203,8809
19935,8809
2215,8809
15434,8809
9813,8809
2497,8809
9084,8809
10356,8809
13642,8809
12811,8809
9449,8809
11815,8809
18985,8809
2759,8809
3813,8809
3551,8809
19326,8809
21065,8809
6598,8809
1122,8809
2569,8809
4848,8809
2851,8809
10045,8809
4706,8809
3378,8809
21541,8809
17773,8809
17870,8809
9563,8809
19430,8809
12699,8809
363,8809
10727,8809
12347,8809
1973,8809
10625,8809
18756,8809
4404,8809
2860,8809
19964,8809
11182,8809
8433,8809
9029,8809
5204,8809
7170,8809
1955,8809
20746,8809
19688,8809
16008,8809
9255,8809
18217,8809
21422,8809
19061,8809
18619,8809
14483,8809
20357,8809
17360,8809
11684,8809
20610,8809
1883,8809
10175,8809
19514,8809
13713,8809
2771,8809
20666,8809
1956,8809
12424,8809
1833,8809
18531,2114
15366,2114
976,4383
7728,4383
19900,4383
16398,4383
7506,4383
16549,4383
9276,4383
16639,4383
2671,4383
5168,4383
19415,4383
19266,4383
11550,4383
14525,4383
20748,4383
4045,4383
18547,4383
7850,4383
12818,4383
15597,4383
18900,4383
5539,4383
14928,4383
7689,4383
20055,4383
2847,4383
13356,4383
18690,4383
672,4383
18676,4383
15434,4383
21856,4383
15039,4383
20548,4383
9453,4383
395,4383
5829,4383
21932,4383
22400,4383
22477,4383
10139,4383
6258,4383
17170,4383
8411,4383
2603,4383
7303,4383
8189,4383
16136,4383
15287,4383
9094,4383
5720,4383
8393,4383
16621,4383
14806,4383
5490,4383
10377,4383
20279,4383
13279,4383
14472,4383
7906,4383
10834,4383
1103,4383
12646,4383
9791,4383
17952,4383
19204,4383
15281,4383
7160,4383
3236,4383
1973,4383
1002,4383
17795,4383
14943,4383
7220,4383
20042,4383
19293,4383
16973,4383
6039,4383
10313,4383
12007,4383
10613,4383
3685,4383
407,4383
7216,4383
2220,4383
15813,4383
4689,4383
14971,4383
18359,4383
14411,4383
1794,4383
7252,4383
13652,4383
13820,4383
21869,4383
1650,4383
11909,4383
6364,4383
2882,4383
13221,4383
2742,4383
20003,4383
353,4383
18475,4383
3523,4383
4783,4383
2013,4383
8358,4383
